name,id,artists,Cluster_PCA,R,G,B,opacity,noise,R_label,G_label,B_label,opacity_label,noise_label,atmosphere
Take Me To Church,3dYD57lRAUcMHufyqn9GcI,Hozier,4,147,197,86,51,40.23793640204581,"따뜻한,","활기찬,","중립적인,","저명한,",빈티지한,"따뜻한, 활기찬, 중립적인, 저명한, 빈티지한"
WAP (feat. Megan Thee Stallion),4Oun2ylbjFKMPTiaSbbCih,"Cardi B, Megan Thee Stallion",3,76,108,254,51,16.344229486324217,"밸런스 있는,","평온한,","신비로운,","저명한,",깨끗한,"밸런스 있는, 평온한, 신비로운, 저명한, 깨끗한"
Sign of the Times,5Ohxk2dO5COHF1krpoPigN,Harry Styles,4,110,140,59,51,29.497442739604185,"밸런스 있는,","안정적인,","무거운,","저명한,",약간의 빈티지한,"밸런스 있는, 안정적인, 무거운, 저명한, 약간의 빈티지한"
OUT WEST (feat. Young Thug),6gi6y1xwmVszDWkUqab1qw,"JACKBOYS, Travis Scott, Young Thug",3,133,118,226,51,18.834778741383143,"따뜻한,","평온한,","신비로운,","저명한,",깨끗한,"따뜻한, 평온한, 신비로운, 저명한, 깨끗한"
A Letter,0VdwOoAKPe9aGahkpllfkH,BUMJIN,2,82,198,41,50,10.740493662441628,"밸런스 있는,","활기찬,","무거운,","저명한,",깨끗한,"밸런스 있는, 활기찬, 무거운, 저명한, 깨끗한"
MANIAC,618OKP1lBkNJL8uZdNSvQE,VIVIZ,1,97,39,200,51,3.202134756504336,"밸런스 있는,","차분한,","신비로운,","저명한,",깨끗한,"밸런스 있는, 차분한, 신비로운, 저명한, 깨끗한"
New Rules,2xJCMIJfcNYDc5iR0sAm2O,Dua Lipa,3,144,44,205,51,39.08160996219702,"따뜻한,","차분한,","신비로운,","저명한,",빈티지한,"따뜻한, 차분한, 신비로운, 저명한, 빈티지한"
Set Me Free Pt.2,1fpj1CJPxY3YvN3AMAEYvt,Jimin,4,207,80,93,51,5.68156548810318,"강렬한,","평온한,","중립적인,","저명한,",깨끗한,"강렬한, 평온한, 중립적인, 저명한, 깨끗한"
Before You Go,2gMXnyrvIjhVBUZwvLZDMP,Lewis Capaldi,2,94,221,38,51,19.2239270624861,"밸런스 있는,","활기찬,","무거운,","저명한,",약간의 빈티지한,"밸런스 있는, 활기찬, 무거운, 저명한, 약간의 빈티지한"
Drowning,4xeugB5MqWh0jwvXZPxahq,WOODZ,4,147,100,112,51,5.314654213920392,"따뜻한,","평온한,","중립적인,","저명한,",깨끗한,"따뜻한, 평온한, 중립적인, 저명한, 깨끗한"
Fuck Love,7AQim7LbvFVZJE3O8TYgf2,"XXXTENTACION, Trippie Redd",3,100,114,224,51,28.329997776295308,"밸런스 있는,","평온한,","신비로운,","저명한,",약간의 빈티지한,"밸런스 있는, 평온한, 신비로운, 저명한, 약간의 빈티지한"
Refuge,246RpAOp5uzxMOSBlEIpV9,THORNAPPLE,4,242,140,20,50,41.338670224594175,"강렬한,","안정적인,","무거운,","저명한,",빈티지한,"강렬한, 안정적인, 무거운, 저명한, 빈티지한"
Rumors,6llBOJ6HLHvlVnKeZqhXk8,Jake Miller,1,154,26,248,51,36.99132755170113,"따뜻한,","차분한,","신비로운,","저명한,",약간의 빈티지한,"따뜻한, 차분한, 신비로운, 저명한, 약간의 빈티지한"
Say I Love You,6AB530RfPBhjaqikjc04Ay,Woody,2,122,204,143,50,6.715588169891039,"밸런스 있는,","활기찬,","청량한,","저명한,",깨끗한,"밸런스 있는, 활기찬, 청량한, 저명한, 깨끗한"
Closer Than This,6qafqn8bBMy7t5c5WqpyRk,Jimin,1,56,167,175,51,0.311318656882366,"차가운,","안정적인,","청량한,","저명한,",깨끗한,"차가운, 안정적인, 청량한, 저명한, 깨끗한"
Your Dog Loves You (Feat. Crush),72cq3rZCIEYaq1TM8y5LBQ,"Colde, Crush",2,16,250,140,51,25.93951523237714,"차가운,","활기찬,","청량한,","저명한,",약간의 빈티지한,"차가운, 활기찬, 청량한, 저명한, 약간의 빈티지한"
Water,5aIVCx5tnk0ntmdiinnYvw,Tyla,3,154,84,146,51,4.280631532132533,"따뜻한,","평온한,","청량한,","저명한,",깨끗한,"따뜻한, 평온한, 청량한, 저명한, 깨끗한"
Good Good Night (Intro),6qpEu4YIoPzFjhXq8WTXCC,JANNABI,2,30,242,11,50,22.048032021347566,"차가운,","활기찬,","무거운,","저명한,",약간의 빈티지한,"차가운, 활기찬, 무거운, 저명한, 약간의 빈티지한"
View,46E1ic6n099e76t5J1TbHn,SHINee,3,192,40,182,51,37.55837224816544,"강렬한,","차분한,","청량한,","저명한,",약간의 빈티지한,"강렬한, 차분한, 청량한, 저명한, 약간의 빈티지한"
Let's Not Love Each Other,6MPAgclYe1F9LSYXxOuoBC,GIRIBOY,2,100,203,151,50,15.699355125639316,"밸런스 있는,","활기찬,","청량한,","저명한,",깨끗한,"밸런스 있는, 활기찬, 청량한, 저명한, 깨끗한"
Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,1oFAF1hdPOickyHgbuRjyX,"The Weeknd, Ariana Grande",1,195,51,130,51,17.900822770736045,"강렬한,","차분한,","청량한,","저명한,",깨끗한,"강렬한, 차분한, 청량한, 저명한, 깨끗한"
FAKE LOVE,0or1eqTGoMoXRbxxoLm3WW,BTS,1,105,106,78,50,25.372470535912832,"밸런스 있는,","평온한,","중립적인,","저명한,",약간의 빈티지한,"밸런스 있는, 평온한, 중립적인, 저명한, 약간의 빈티지한"
iffy (Prod. GroovyRoom),4q9JLlC3HIhN4CDC6KlpYK,"Sik-K, pH-1, Jay Park, GroovyRoom",1,100,16,254,50,28.085390260173448,"밸런스 있는,","차분한,","신비로운,","저명한,",약간의 빈티지한,"밸런스 있는, 차분한, 신비로운, 저명한, 약간의 빈티지한"
Sunkissed (Feat. MARK of NCT),5fgjRRJwE86CpvnZvR3bM6,"BIG Naughty, MARK",3,195,9,195,51,0.5670446964643095,"강렬한,","차분한,","신비로운,","저명한,",깨끗한,"강렬한, 차분한, 신비로운, 저명한, 깨끗한"
Run to you,7MhirYiYlbhN8L1y6VwbBu,SEVENTEEN,4,249,94,32,51,26.50655992884145,"강렬한,","평온한,","무거운,","저명한,",약간의 빈티지한,"강렬한, 평온한, 무거운, 저명한, 약간의 빈티지한"
Cool for the Summer,3uwnnTQcHM1rDqSfA4gQNz,Demi Lovato,3,107,110,90,51,39.08160996219702,"밸런스 있는,","평온한,","중립적인,","저명한,",빈티지한,"밸런스 있는, 평온한, 중립적인, 저명한, 빈티지한"
Sativa,2pg2TiYo9Rb8KeB5JjP7jS,"Jhené Aiko, Swae Lee",3,122,90,190,51,28.01867911941294,"밸런스 있는,","평온한,","청량한,","저명한,",약간의 빈티지한,"밸런스 있는, 평온한, 청량한, 저명한, 약간의 빈티지한"
Beautiful Moment,3SXg7A9M3pY2aWYdzQ0BMW,K.Will,2,76,221,30,50,23.61574382921948,"밸런스 있는,","활기찬,","무거운,","저명한,",약간의 빈티지한,"밸런스 있는, 활기찬, 무거운, 저명한, 약간의 빈티지한"
忘れてください,7raKnLKyQSatDiVVpiZDds,ヨルシカ,1,23,146,228,51,0.378029797642873,"차가운,","안정적인,","신비로운,","저명한,",깨끗한,"차가운, 안정적인, 신비로운, 저명한, 깨끗한"
Apple,19RybK6XDbAVpcdxSbZL1o,Charli xcx,1,242,6,228,51,0.7782966422059151,"강렬한,","차분한,","신비로운,","저명한,",깨끗한,"강렬한, 차분한, 신비로운, 저명한, 깨끗한"
青のすみか,12usPU2WnqgCHAW1EK2dfd,Tatsuya Kitani,4,247,39,45,51,4.514120524794308,"강렬한,","차분한,","무거운,","저명한,",깨끗한,"강렬한, 차분한, 무거운, 저명한, 깨끗한"
HOT,6I2tqFhk8tq69iursYxuxd,SEVENTEEN,3,170,47,207,51,9.028241049588615,"따뜻한,","차분한,","신비로운,","저명한,",깨끗한,"따뜻한, 차분한, 신비로운, 저명한, 깨끗한"
Um Oh Ah Yeh,0icGgAiUx5b0amQLycmGUr,MAMAMOO,1,204,112,182,50,37.20257949744274,"강렬한,","평온한,","청량한,","저명한,",약간의 빈티지한,"강렬한, 평온한, 청량한, 저명한, 약간의 빈티지한"
I Love It,6CBA5xTE7Z4cyA9rzlhFdA,"DEAN, Dok2",4,170,119,95,51,34.08939292861908,"따뜻한,","평온한,","중립적인,","저명한,",약간의 빈티지한,"따뜻한, 평온한, 중립적인, 저명한, 약간의 빈티지한"
"Bagatelle No. 25 in A Minor, WoO 59 ""Für Elise""",3zLTPuucd3e6TxZnu2dlVS,"Ludwig van Beethoven, Igor Levit",0,6,253,8,51,39.08160996219702,"차가운,","활기찬,","무거운,","저명한,",빈티지한,"차가운, 활기찬, 무거운, 저명한, 빈티지한"
With You,5Lu0vv78RmKZeBPpP1N8za,Mokita,4,157,165,130,51,23.66021792305981,"따뜻한,","안정적인,","청량한,","저명한,",약간의 빈티지한,"따뜻한, 안정적인, 청량한, 저명한, 약간의 빈티지한"
Jukebox Joints (feat. Joe Fox & Kanye West),2gAGWaK4wvt2xrFUlR4mK8,"A$AP Rocky, Joe Fox, Kanye West",3,125,128,8,51,37.46942406048477,"밸런스 있는,","안정적인,","무거운,","저명한,",약간의 빈티지한,"밸런스 있는, 안정적인, 무거운, 저명한, 약간의 빈티지한"
aenergy,1iNvVaWmlKJns2LNTXN39Q,aespa,1,207,66,192,51,11.629975539248388,"강렬한,","평온한,","신비로운,","저명한,",깨끗한,"강렬한, 평온한, 신비로운, 저명한, 깨끗한"
Baby Powder,4Nw7kywWurWS6ceinn1cHK,Jenevieve,3,33,69,224,51,11.985768289971093,"차가운,","평온한,","신비로운,","저명한,",깨끗한,"차가운, 평온한, 신비로운, 저명한, 깨끗한"
Shine,7nkp1uuSbKkoxMvEs8cSw0,PENTAGON,1,223,97,190,51,25.88392261507672,"강렬한,","평온한,","청량한,","저명한,",약간의 빈티지한,"강렬한, 평온한, 청량한, 저명한, 약간의 빈티지한"
Day 1 ◑,6ZzYETKetIfNUsZUb23jgG,HONNE,1,76,86,54,51,24.28285523682455,"밸런스 있는,","평온한,","무거운,","저명한,",약간의 빈티지한,"밸런스 있는, 평온한, 무거운, 저명한, 약간의 빈티지한"
Off My Face,3T03rPwlL8NVk1yIaxeD8U,Justin Bieber,2,11,211,56,51,13.853680231265288,"차가운,","활기찬,","무거운,","저명한,",깨끗한,"차가운, 활기찬, 무거운, 저명한, 깨끗한"
Attention,2pIUpMhHL6L9Z5lnKxJJr9,NewJeans,3,112,77,229,51,8.294418501223037,"밸런스 있는,","평온한,","신비로운,","저명한,",깨끗한,"밸런스 있는, 평온한, 신비로운, 저명한, 깨끗한"
Polar Night,3JSodIIStqTwXSH7nXOuhe,Agust D,3,225,14,151,51,5.370246831220814,"강렬한,","차분한,","청량한,","저명한,",깨끗한,"강렬한, 차분한, 청량한, 저명한, 깨끗한"
TRUCK BED,6CThut6kPrjot0pTJOTEer,HARDY,1,190,27,140,51,6.382032466088504,"따뜻한,","차분한,","청량한,","저명한,",깨끗한,"따뜻한, 차분한, 청량한, 저명한, 깨끗한"
Black Blank,3x5GaUs35LrwM1hTwAtrXl,DJ.Ted,4,236,36,122,50,15.91060707138092,"강렬한,","차분한,","중립적인,","저명한,",깨끗한,"강렬한, 차분한, 중립적인, 저명한, 깨끗한"
Chosen (feat. Ty Dolla $ign),1dIWPXMX4kRHj6Dt2DStUQ,"Blxst, Tyga, Ty Dolla $ign",1,142,124,84,51,15.02112519457416,"따뜻한,","평온한,","중립적인,","저명한,",깨끗한,"따뜻한, 평온한, 중립적인, 저명한, 깨끗한"
Mariposa,3WD2cic9S2VrGIb6h114MM,Peach Tree Rascals,2,79,199,156,51,20.18012008005337,"밸런스 있는,","활기찬,","청량한,","저명한,",약간의 빈티지한,"밸런스 있는, 활기찬, 청량한, 저명한, 약간의 빈티지한"
RISE,69Sy7207dnixZ6w7RSV9Kb,"League of Legends, Mako, The Word Alive, The Glitch Mob",4,204,94,38,51,23.89370691572159,"강렬한,","평온한,","무거운,","저명한,",약간의 빈티지한,"강렬한, 평온한, 무거운, 저명한, 약간의 빈티지한"
Fair Trade (with Travis Scott),40iJIUlhi6renaREYGeIDS,"Drake, Travis Scott",4,117,129,140,51,11.985768289971093,"밸런스 있는,","안정적인,","청량한,","저명한,",깨끗한,"밸런스 있는, 안정적인, 청량한, 저명한, 깨끗한"
Starting Over,3K07bGe8iljQ3mOKArHLDo,Chris Stapleton,2,59,189,122,51,15.254614187235935,"차가운,","안정적인,","중립적인,","저명한,",깨끗한,"차가운, 안정적인, 중립적인, 저명한, 깨끗한"
us. (feat. Taylor Swift),0hhzNPE68LWLfgZwdpxVdR,"Gracie Abrams, Taylor Swift",2,76,187,65,51,0.6226373137647321,"밸런스 있는,","안정적인,","중립적인,","저명한,",깨끗한,"밸런스 있는, 안정적인, 중립적인, 저명한, 깨끗한"
3D (feat. Jack Harlow),01qFKNWq73UfEslI0GvumE,"Jung Kook, Jack Harlow",1,183,5,242,51,3.546808983766956,"따뜻한,","차분한,","신비로운,","저명한,",깨끗한,"따뜻한, 차분한, 신비로운, 저명한, 깨끗한"
Blue Whale - 2016 Version,1WFj1P1TUJJXH1R41PP9Vg,YB,4,207,171,19,50,31.69891038470092,"강렬한,","안정적인,","무거운,","저명한,",약간의 빈티지한,"강렬한, 안정적인, 무거운, 저명한, 약간의 빈티지한"
Hooka,6NGZdBo2KRuFfmZVBxavcu,HYUKOH,1,110,119,93,50,37.4471870135646,"밸런스 있는,","평온한,","중립적인,","저명한,",약간의 빈티지한,"밸런스 있는, 평온한, 중립적인, 저명한, 약간의 빈티지한"
ABCD,7yRW1NpgQzFDQbkHat2lxQ,NAYEON,1,218,7,151,50,0.7004669779853235,"강렬한,","차분한,","청량한,","저명한,",깨끗한,"강렬한, 차분한, 청량한, 저명한, 깨끗한"
Seven (feat. Latto),3t1TAfnoXfnMclelI70UaX,"Jung Kook, Latto",1,209,44,219,51,4.402935290193462,"강렬한,","차분한,","신비로운,","저명한,",깨끗한,"강렬한, 차분한, 신비로운, 저명한, 깨끗한"
Despacito,6habFhsOp2NvshLv26DqMb,"Luis Fonsi, Daddy Yankee",4,243,36,134,51,22.492772959750944,"강렬한,","차분한,","청량한,","저명한,",약간의 빈티지한,"강렬한, 차분한, 청량한, 저명한, 약간의 빈티지한"
Together,3dQxjLOKLUUpZOwHYYdvyo,Noel,2,66,219,52,50,35.19012675116745,"밸런스 있는,","활기찬,","무거운,","저명한,",약간의 빈티지한,"밸런스 있는, 활기찬, 무거운, 저명한, 약간의 빈티지한"
심술,0xd12UCnFMjLnLlF5oSiWa,BOL4,1,46,165,162,50,33.77807427173671,"차가운,","안정적인,","청량한,","저명한,",약간의 빈티지한,"차가운, 안정적인, 청량한, 저명한, 약간의 빈티지한"
namchin,2CrkQ1GeZJWbdPqK6wUIRz,"The Quiett, Leellamarz",3,81,73,229,50,24.127195908383367,"밸런스 있는,","평온한,","신비로운,","저명한,",약간의 빈티지한,"밸런스 있는, 평온한, 신비로운, 저명한, 약간의 빈티지한"
Alright,19HAqd06VADSJFguM6JFFl,"Jeong Dong Won, Basick",3,229,90,219,50,8.728040916166334,"강렬한,","평온한,","신비로운,","저명한,",깨끗한,"강렬한, 평온한, 신비로운, 저명한, 깨끗한"
Tango,24jrwTJSlYOCguuLa4j28A,ABIR,3,110,126,65,50,23.66021792305981,"밸런스 있는,","평온한,","중립적인,","저명한,",약간의 빈티지한,"밸런스 있는, 평온한, 중립적인, 저명한, 약간의 빈티지한"
Winter Bear,74ewFAgDzRkhZ7EX2eLtfZ,V,4,112,166,8,51,20.38025350233489,"밸런스 있는,","안정적인,","무거운,","저명한,",약간의 빈티지한,"밸런스 있는, 안정적인, 무거운, 저명한, 약간의 빈티지한"
Goodbye (Feat. Paul Blanco),7qlA2Y1zPNnQxUd1BWx19x,"ASH ISLAND, Paul Blanco",3,97,68,107,51,5.2368245496998,"밸런스 있는,","평온한,","중립적인,","저명한,",깨끗한,"밸런스 있는, 평온한, 중립적인, 저명한, 깨끗한"
No Love (with SZA),08SB2OtZkaliju77WYEKxk,"Summer Walker, SZA",3,135,106,170,51,11.285301311985767,"따뜻한,","평온한,","청량한,","저명한,",깨끗한,"따뜻한, 평온한, 청량한, 저명한, 깨끗한"
for him.,5yFhb4ABfgvqQYZEK18lcc,"Troye Sivan, Allday",1,170,4,180,50,35.27907493884812,"따뜻한,","차분한,","청량한,","저명한,",약간의 빈티지한,"따뜻한, 차분한, 청량한, 저명한, 약간의 빈티지한"
Bad Habits,3rmo8F54jFF8OgYsqTxm5d,Ed Sheeran,3,227,69,228,51,11.407605070046698,"강렬한,","평온한,","신비로운,","저명한,",깨끗한,"강렬한, 평온한, 신비로운, 저명한, 깨끗한"
우리의 밤을 외워요,4LYlWqZSPaLMk9FthWF0To,"Car, the garden",2,33,205,80,50,20.969535245719367,"차가운,","활기찬,","중립적인,","저명한,",약간의 빈티지한,"차가운, 활기찬, 중립적인, 저명한, 약간의 빈티지한"
hot girl bummer,6jRq8gaZhMUyy5RclRPcAf,blackbear,3,107,54,216,51,16.18857015788303,"밸런스 있는,","차분한,","신비로운,","저명한,",깨끗한,"밸런스 있는, 차분한, 신비로운, 저명한, 깨끗한"
fukumean,4rXLjWdF2ZZpXCVTfWcshS,Gunna,3,133,157,240,51,4.747609517456082,"따뜻한,","안정적인,","신비로운,","저명한,",깨끗한,"따뜻한, 안정적인, 신비로운, 저명한, 깨끗한"
"눈,코,입 (Eyes, Nose, Lips)",0lYtIvI7bO51PZSeK22Mbz,TAEYANG,2,107,226,116,51,41.43873693573494,"밸런스 있는,","활기찬,","중립적인,","저명한,",빈티지한,"밸런스 있는, 활기찬, 중립적인, 저명한, 빈티지한"
Ride,37HhnXqIRFSSJXWsysl6B7,HYBS,1,22,183,203,51,7.949744273960418,"차가운,","안정적인,","신비로운,","저명한,",깨끗한,"차가운, 안정적인, 신비로운, 저명한, 깨끗한"
500lbs,6rjuKpPydT2SxN15TZpV7r,Lil Tecca,3,183,84,180,51,3.6579942183678007,"따뜻한,","평온한,","청량한,","저명한,",깨끗한,"따뜻한, 평온한, 청량한, 저명한, 깨끗한"
whoops,0RkW1ZtqR30QtxyUKHCmQv,brb.,3,59,66,232,51,17.978652434956636,"차가운,","평온한,","신비로운,","저명한,",깨끗한,"차가운, 평온한, 신비로운, 저명한, 깨끗한"
90210 (feat. Kacy Hill),51EC3I1nQXpec4gDk0mQyP,"Travis Scott, Kacy Hill",3,51,140,24,51,36.34645319101623,"차가운,","안정적인,","무거운,","저명한,",약간의 빈티지한,"차가운, 안정적인, 무거운, 저명한, 약간의 빈티지한"
Háblame De Ti,1O18MtSAMUk7JfAVB8gGzs,Banda MS de Sergio Lizárraga,1,125,136,216,51,41.20524794307316,"밸런스 있는,","안정적인,","신비로운,","저명한,",빈티지한,"밸런스 있는, 안정적인, 신비로운, 저명한, 빈티지한"
Walk In The Night (Feat. Zion.T),1LEac3XXwvRlOWkKDZjLeK,"Moon Sujin, Zion.T",3,35,119,231,50,15.51034022681788,"차가운,","평온한,","신비로운,","저명한,",깨끗한,"차가운, 평온한, 신비로운, 저명한, 깨끗한"
헤픈엔딩 Happen Ending,6KrJn7TLGbkXwbU8GAS5Sk,"Epik High, Joe Won Sun",3,100,56,235,50,39.88214365132311,"밸런스 있는,","차분한,","신비로운,","저명한,",빈티지한,"밸런스 있는, 차분한, 신비로운, 저명한, 빈티지한"
Candy Paint,32lItqlMi4LBhb4k0BaSaC,Post Malone,4,209,203,137,51,25.605959528574605,"강렬한,","활기찬,","청량한,","저명한,",약간의 빈티지한,"강렬한, 활기찬, 청량한, 저명한, 약간의 빈티지한"
紅蓮華,0qMip0B2D4ePEjBJvAtYre,LiSA,4,249,126,70,51,15.58816989103847,"강렬한,","평온한,","중립적인,","저명한,",깨끗한,"강렬한, 평온한, 중립적인, 저명한, 깨끗한"
Teeth,3NxWJWftvkstyxvb1pZlFo,5 Seconds of Summer,3,81,96,192,51,17.822993106515455,"밸런스 있는,","평온한,","신비로운,","저명한,",깨끗한,"밸런스 있는, 평온한, 신비로운, 저명한, 깨끗한"
Loose,59acp1OhcvxwVBwQJBYKuX,Daniel Caesar,0,5,253,4,51,28.329997776295308,"차가운,","활기찬,","무거운,","저명한,",약간의 빈티지한,"차가운, 활기찬, 무거운, 저명한, 약간의 빈티지한"
White Ferrari,2LMkwUfqC6S6s6qDVlEuzV,Frank Ocean,2,7,235,53,51,32.44385145652657,"차가운,","활기찬,","무거운,","저명한,",약간의 빈티지한,"차가운, 활기찬, 무거운, 저명한, 약간의 빈티지한"
Ending Scene,06EMBzxDm2hueehobAlMtm,IU,2,33,239,20,51,29.730931732265955,"차가운,","활기찬,","무거운,","저명한,",약간의 빈티지한,"차가운, 활기찬, 무거운, 저명한, 약간의 빈티지한"
Wandering,3e1zINOEoRajmwBXk2yBnt,DJ.Ted,3,76,18,213,50,19.946631087391594,"밸런스 있는,","차분한,","신비로운,","저명한,",약간의 빈티지한,"밸런스 있는, 차분한, 신비로운, 저명한, 약간의 빈티지한"
